year,slug_game,country_3_letter_code_x,bronze_medals,gold_medals,silver_medals,total_medals,total_athletes,avg_age_athletes,medals_in_current_year,city,season,game_name,cumulative_medals,is_host
2000,sydney-2000,BRA,8,0,8,16,64,26.37313432835821,16,Australia,Summer,Sydney 2000,64.0,0
2004,athens-2004,BRA,3,7,3,13,87,25.3953488372093,13,Greece,Summer,Athens 2004,80.0,0
2008,beijing-2008,BRA,12,3,6,21,102,26.157894736842106,21,China,Summer,Beijing 2008,93.0,0
2012,london-2012,BRA,11,3,6,20,106,27.580357142857142,20,Great Britain,Summer,London 2012,114.0,0
2016,rio-2016,BRA,6,9,8,23,174,28.75531914893617,23,Brazil,Summer,Rio 2016,134.0,1
2020,tokyo-2020,BRA,9,8,6,23,109,28.424778761061948,23,Japan,Summer,Tokyo 2020,157.0,0
2012,london-2012,BRN,0,1,0,1,9,23.3,1,Great Britain,Summer,London 2012,180.0,0
2016,rio-2016,BRN,0,1,1,2,17,24.529411764705884,2,Brazil,Summer,Rio 2016,1.0,0
2020,tokyo-2020,BRN,0,0,1,1,11,28.09090909090909,1,Japan,Summer,Tokyo 2020,3.0,0
1952,helsinki-1952,BUL,1,0,0,1,34,23.06024096385542,1,Finland,Summer,Helsinki 1952,4.0,0
1956,melbourne-1956,BUL,1,1,3,5,19,23.25,5,"Australia, Sweden",Summer,Melbourne 1956,1.0,0
1960,rome-1960,BUL,3,1,3,7,64,25.74468085106383,7,Italy,Summer,Rome 1960,6.0,0
1964,tokyo-1964,BUL,2,3,5,10,48,27.0,10,Japan,Summer,Tokyo 1964,13.0,0
1968,mexico-city-1968,BUL,3,2,4,9,59,26.08,9,Mexico,Summer,Mexico City 1968,23.0,0
1972,munich-1972,BUL,6,6,10,22,73,25.047619047619047,22,Federal Republic of Germany,Summer,Munich 1972,32.0,0
1976,montreal-1976,BUL,7,8,9,24,80,25.029411764705884,24,Canada,Summer,Montreal 1976,54.0,0
1980,lake-placid-1980,BUL,1,0,0,1,8,22.46153846153846,1,United States,Winter,Lake Placid 1980,78.0,0
1980,lake-placid-1980,BUL,1,0,0,1,8,22.46153846153846,43,United States,Winter,Lake Placid 1980,79.0,0
1980,moscow-1980,BUL,19,8,16,43,115,24.72566371681416,1,USSR,Summer,Moscow 1980,122.0,0
1980,moscow-1980,BUL,19,8,16,43,115,24.72566371681416,43,USSR,Summer,Moscow 1980,123.0,0
1988,seoul-1988,BUL,14,10,14,38,89,23.96039603960396,38,Republic of Korea,Summer,Seoul 1988,166.0,0
1992,barcelona-1992,BUL,7,3,7,17,89,24.730337078651687,17,Spain,Summer,Barcelona 1992,204.0,0
1996,atlanta-1996,BUL,6,3,7,16,59,25.971014492753625,16,United States,Summer,Atlanta 1996,221.0,0
1998,nagano-1998,BUL,0,1,0,1,14,24.458333333333332,1,Japan,Winter,Nagano 1998,237.0,0
2000,sydney-2000,BUL,2,5,6,13,55,26.433333333333334,13,Australia,Summer,Sydney 2000,238.0,0
2002,salt-lake-city-2002,BUL,2,0,1,3,17,25.264705882352942,3,United States,Winter,Salt Lake City 2002,251.0,0
2004,athens-2004,BUL,9,2,1,12,56,26.016393442622952,12,Greece,Summer,Athens 2004,254.0,0
2006,turin-2006,BUL,0,0,1,1,15,28.4,1,Italy,Winter,Turin 2006,266.0,0
2008,beijing-2008,BUL,3,1,1,5,33,28.05128205128205,5,China,Summer,Beijing 2008,267.0,0
2012,london-2012,BUL,1,0,2,3,38,27.113636363636363,3,Great Britain,Summer,London 2012,272.0,0
2016,rio-2016,BUL,2,0,1,3,36,26.61904761904762,3,Brazil,Summer,Rio 2016,275.0,0
2020,tokyo-2020,BUL,2,3,1,6,25,29.40740740740741,6,Japan,Summer,Tokyo 2020,278.0,0
2020,tokyo-2020,BUR,1,0,0,1,5,24.4,1,Japan,Summer,Tokyo 2020,284.0,0
1900,paris-1900,CAN,1,1,0,2,4,26.285714285714285,2,France,Summer,Paris 1900,1.0,0
1904,st-louis-1904,CAN,1,4,1,6,12,29.142857142857142,6,United States,Summer,St. Louis 1904,2.0,0
1908,london-1908,CAN,11,3,3,17,55,24.896551724137932,17,Great Britain,Summer,London 1908,8.0,0
1912,stockholm-1912,CAN,3,3,2,8,23,27.29032258064516,8,Sweden,Summer,Stockholm 1912,25.0,0
1920,antwerp-1920,CAN,3,3,3,9,30,26.5,9,Belgium,Summer,Antwerp 1920,33.0,0
1924,chamonix-1924,CAN,0,1,0,1,3,26.0,1,France,Winter,Chamonix 1924,42.0,0
1924,chamonix-1924,CAN,0,1,0,1,3,26.0,4,France,Winter,Chamonix 1924,43.0,0
1924,paris-1924,CAN,1,0,3,4,30,26.25,1,France,Summer,Paris 1924,47.0,0
1924,paris-1924,CAN,1,0,3,4,30,26.25,4,France,Summer,Paris 1924,48.0,0
1928,amsterdam-1928,CAN,7,4,5,16,40,24.318181818181817,16,Netherlands,Summer,Amsterdam 1928,52.0,0
1928,amsterdam-1928,CAN,7,4,5,16,40,24.318181818181817,1,Netherlands,Summer,Amsterdam 1928,68.0,0
1928,st-moritz-1928,CAN,0,1,0,1,10,21.333333333333332,16,Switzerland,Winter,St. Moritz 1928,69.0,0
1928,st-moritz-1928,CAN,0,1,0,1,10,21.333333333333332,1,Switzerland,Winter,St. Moritz 1928,85.0,0
1932,lake-placid-1932,CAN,5,1,1,7,39,22.9,7,United States,Winter,Lake Placid 1932,86.0,0
1932,lake-placid-1932,CAN,5,1,1,7,39,22.9,16,United States,Winter,Lake Placid 1932,93.0,0
1932,los-angeles-1932,CAN,9,2,5,16,38,24.529411764705884,7,United States,Summer,Los Angeles 1932,109.0,0
1932,los-angeles-1932,CAN,9,2,5,16,38,24.529411764705884,16,United States,Summer,Los Angeles 1932,116.0,0
1936,berlin-1936,CAN,6,1,2,9,43,23.256410256410255,9,Germany,Summer,Berlin 1936,132.0,0
1936,berlin-1936,CAN,6,1,2,9,43,23.256410256410255,1,Germany,Summer,Berlin 1936,141.0,0
1936,garmisch-partenkirchen-1936,CAN,0,0,1,1,12,26.76,9,Germany,Winter,Garmisch-Partenkirchen 1936,142.0,0
1936,garmisch-partenkirchen-1936,CAN,0,0,1,1,12,26.76,1,Germany,Winter,Garmisch-Partenkirchen 1936,151.0,0
1948,london-1948,CAN,2,0,1,3,42,27.11111111111111,3,Great Britain,Summer,London 1948,152.0,0
1948,london-1948,CAN,2,0,1,3,42,27.11111111111111,4,Great Britain,Summer,London 1948,155.0,0
1948,st-moritz-1948,CAN,2,2,0,4,17,26.228571428571428,3,Switzerland,Winter,St. Moritz 1948,159.0,0
1948,st-moritz-1948,CAN,2,2,0,4,17,26.228571428571428,4,Switzerland,Winter,St. Moritz 1948,162.0,0
1952,helsinki-1952,CAN,0,1,1,2,35,25.307692307692307,2,Finland,Summer,Helsinki 1952,166.0,0
1952,helsinki-1952,CAN,0,1,1,2,35,25.307692307692307,2,Finland,Summer,Helsinki 1952,168.0,0
1952,oslo-1952,CAN,1,1,0,2,20,24.216216216216218,2,Norway,Winter,Oslo 1952,170.0,0
1952,oslo-1952,CAN,1,1,0,2,20,24.216216216216218,2,Norway,Winter,Oslo 1952,172.0,0
1956,cortina-d-ampezzo-1956,CAN,2,0,2,4,14,23.571428571428573,4,Italy,Winter,Cortina d'Ampezzo 1956,174.0,0
1956,cortina-d-ampezzo-1956,CAN,2,0,2,4,14,23.571428571428573,5,Italy,Winter,Cortina d'Ampezzo 1956,178.0,0
1956,melbourne-1956,CAN,2,2,1,5,41,23.555555555555557,4,"Australia, Sweden",Summer,Melbourne 1956,183.0,0
1956,melbourne-1956,CAN,2,2,1,5,41,23.555555555555557,5,"Australia, Sweden",Summer,Melbourne 1956,187.0,0
1960,rome-1960,CAN,0,0,1,1,39,26.837209302325583,1,Italy,Summer,Rome 1960,192.0,0
1960,rome-1960,CAN,0,0,1,1,39,26.837209302325583,5,Italy,Summer,Rome 1960,193.0,0
1960,squaw-valley-1960,CAN,1,3,1,5,23,23.823529411764707,1,United States,Winter,Squaw Valley 1960,198.0,0
1960,squaw-valley-1960,CAN,1,3,1,5,23,23.823529411764707,5,United States,Winter,Squaw Valley 1960,199.0,0
1964,innsbruck-1964,CAN,1,1,2,4,26,25.192307692307693,4,Austria,Winter,Innsbruck 1964,204.0,0
1964,innsbruck-1964,CAN,1,1,2,4,26,25.192307692307693,5,Austria,Winter,Innsbruck 1964,208.0,0
1964,tokyo-1964,CAN,1,2,2,5,46,24.859649122807017,4,Japan,Summer,Tokyo 1964,213.0,0
1964,tokyo-1964,CAN,1,2,2,5,46,24.859649122807017,5,Japan,Summer,Tokyo 1964,217.0,0
1968,grenoble-1968,CAN,1,1,1,3,40,23.242857142857144,3,France,Winter,Grenoble 1968,222.0,0
1968,grenoble-1968,CAN,1,1,1,3,40,23.242857142857144,5,France,Winter,Grenoble 1968,225.0,0
1968,mexico-city-1968,CAN,1,1,3,5,77,25.36263736263736,3,Mexico,Summer,Mexico City 1968,230.0,0
1968,mexico-city-1968,CAN,1,1,3,5,77,25.36263736263736,5,Mexico,Summer,Mexico City 1968,233.0,0
1972,munich-1972,CAN,3,0,2,5,83,26.938271604938272,5,Federal Republic of Germany,Summer,Munich 1972,238.0,0
1972,munich-1972,CAN,3,0,2,5,83,26.938271604938272,1,Federal Republic of Germany,Summer,Munich 1972,243.0,0
1972,sapporo-1972,CAN,0,0,1,1,37,20.38095238095238,5,Japan,Winter,Sapporo 1972,244.0,0
1972,sapporo-1972,CAN,0,0,1,1,37,20.38095238095238,1,Japan,Winter,Sapporo 1972,249.0,0
1976,innsbruck-1976,CAN,1,1,1,3,42,22.386666666666667,3,Austria,Winter,Innsbruck 1976,250.0,0
1976,innsbruck-1976,CAN,1,1,1,3,42,22.386666666666667,11,Austria,Winter,Innsbruck 1976,253.0,0
1976,montreal-1976,CAN,6,0,5,11,116,24.849206349206348,3,Canada,Summer,Montreal 1976,264.0,1
1976,montreal-1976,CAN,6,0,5,11,116,24.849206349206348,11,Canada,Summer,Montreal 1976,267.0,1
1980,lake-placid-1980,CAN,1,0,1,2,28,22.543478260869566,2,United States,Winter,Lake Placid 1980,278.0,0
1984,los-angeles-1984,CAN,18,11,22,51,177,23.96875,51,United States,Summer,Los Angeles 1984,280.0,0
1984,los-angeles-1984,CAN,18,11,22,51,177,23.96875,4,United States,Summer,Los Angeles 1984,331.0,0
1984,sarajevo-1984,CAN,1,2,1,4,35,23.51923076923077,51,Yugoslavia,Winter,Sarajevo 1984,335.0,0
1984,sarajevo-1984,CAN,1,2,1,4,35,23.51923076923077,4,Yugoslavia,Winter,Sarajevo 1984,386.0,0
1988,calgary-1988,CAN,4,0,2,6,68,23.908333333333335,6,Canada,Winter,Calgary 1988,390.0,1
1988,calgary-1988,CAN,4,0,2,6,68,23.908333333333335,12,Canada,Winter,Calgary 1988,396.0,1
1988,seoul-1988,CAN,6,4,2,12,156,25.09659090909091,6,Republic of Korea,Summer,Seoul 1988,408.0,0
1988,seoul-1988,CAN,6,4,2,12,156,25.09659090909091,12,Republic of Korea,Summer,Seoul 1988,414.0,0
1992,albertville-1992,CAN,3,2,3,8,69,25.97345132743363,8,France,Winter,Albertville 1992,426.0,0
1992,albertville-1992,CAN,3,2,3,8,69,25.97345132743363,21,France,Winter,Albertville 1992,434.0,0
1992,barcelona-1992,CAN,8,8,5,21,160,25.994505494505493,8,Spain,Summer,Barcelona 1992,455.0,0
1992,barcelona-1992,CAN,8,8,5,21,160,25.994505494505493,21,Spain,Summer,Barcelona 1992,463.0,0
1994,lillehammer-1994,CAN,5,3,6,14,54,25.644444444444446,14,Norway,Winter,Lillehammer 1994,484.0,0
1996,atlanta-1996,CAN,9,4,11,24,153,27.441717791411044,24,United States,Summer,Atlanta 1996,498.0,0
1998,nagano-1998,CAN,4,7,5,16,75,25.867768595041323,16,Japan,Winter,Nagano 1998,522.0,0
2000,sydney-2000,CAN,8,4,4,16,130,27.66875,16,Australia,Summer,Sydney 2000,538.0,0
2002,salt-lake-city-2002,CAN,7,8,3,18,74,26.74418604651163,18,United States,Winter,Salt Lake City 2002,554.0,0
2004,athens-2004,CAN,4,3,7,14,112,28.404411764705884,14,Greece,Summer,Athens 2004,572.0,0
2006,turin-2006,CAN,7,7,12,26,111,25.664739884393065,26,Italy,Winter,Turin 2006,586.0,0
2008,beijing-2008,CAN,9,3,10,22,138,27.29268292682927,22,China,Summer,Beijing 2008,612.0,0
2010,vancouver-2010,CAN,5,16,8,29,118,27.27777777777778,29,Canada,Winter,Vancouver 2010,634.0,1
2012,london-2012,CAN,12,2,6,20,148,27.14814814814815,20,Great Britain,Summer,London 2012,663.0,0
2014,sochi-2014,CAN,5,11,11,27,132,26.69811320754717,27,Russian Federation,Winter,Sochi 2014,683.0,0
2016,rio-2016,CAN,16,4,4,24,139,27.20359281437126,24,Brazil,Summer,Rio 2016,710.0,0
2018,pyeongchang-2018,CAN,12,14,8,34,129,26.900990099009903,34,Republic of Korea,Winter,PyeongChang 2018,734.0,0
2020,tokyo-2020,CAN,13,7,7,27,138,27.842105263157894,27,Japan,Summer,Tokyo 2020,768.0,0
2022,beijing-2022,CAN,15,4,8,27,127,26.60096153846154,27,China,Winter,Beijing 2022,795.0,0
1928,amsterdam-1928,CHI,0,0,1,1,8,28.0,1,Netherlands,Summer,Amsterdam 1928,822.0,0
1952,helsinki-1952,CHI,0,0,2,2,27,29.217391304347824,2,Finland,Summer,Helsinki 1952,1.0,0
1956,melbourne-1956,CHI,2,0,2,4,17,29.571428571428573,4,"Australia, Sweden",Summer,Melbourne 1956,3.0,0
1988,seoul-1988,CHI,0,0,1,1,9,27.444444444444443,1,Republic of Korea,Summer,Seoul 1988,7.0,0
2000,sydney-2000,CHI,1,0,0,1,21,29.565217391304348,1,Australia,Summer,Sydney 2000,8.0,0
2004,athens-2004,CHI,1,3,0,4,16,27.952380952380953,4,Greece,Summer,Athens 2004,9.0,0
2008,beijing-2008,CHI,0,0,1,1,21,29.583333333333332,1,China,Summer,Beijing 2008,13.0,0
1984,los-angeles-1984,CHN,9,15,8,32,105,22.524590163934427,32,United States,Summer,Los Angeles 1984,14.0,0
1988,seoul-1988,CHN,12,6,12,30,146,22.564705882352943,30,Republic of Korea,Summer,Seoul 1988,32.0,0
1992,albertville-1992,CHN,0,0,3,3,28,22.089285714285715,3,France,Winter,Albertville 1992,62.0,0
1992,albertville-1992,CHN,0,0,3,3,28,22.089285714285715,61,France,Winter,Albertville 1992,65.0,0
1992,barcelona-1992,CHN,19,18,24,61,137,22.754601226993866,3,Spain,Summer,Barcelona 1992,126.0,0
1992,barcelona-1992,CHN,19,18,24,61,137,22.754601226993866,61,Spain,Summer,Barcelona 1992,129.0,0
1994,lillehammer-1994,CHN,2,0,1,3,18,22.307692307692307,3,Norway,Winter,Lillehammer 1994,190.0,0
1996,atlanta-1996,CHN,14,19,25,58,147,22.25423728813559,58,United States,Summer,Atlanta 1996,193.0,0
1998,nagano-1998,CHN,2,0,6,8,31,24.28846153846154,8,Japan,Winter,Nagano 1998,251.0,0
2000,sydney-2000,CHN,15,34,21,70,137,22.70689655172414,70,Australia,Summer,Sydney 2000,259.0,0
2002,salt-lake-city-2002,CHN,5,2,2,9,36,24.904761904761905,9,United States,Winter,Salt Lake City 2002,329.0,0
2004,athens-2004,CHN,15,41,18,74,178,23.241071428571427,74,Greece,Summer,Athens 2004,338.0,0
2006,turin-2006,CHN,6,2,5,13,63,24.537037037037038,13,Italy,Winter,Turin 2006,412.0,0
2008,beijing-2008,CHN,34,54,25,113,236,24.56896551724138,113,China,Summer,Beijing 2008,425.0,0
2010,vancouver-2010,CHN,4,6,3,13,49,24.795180722891565,13,Canada,Winter,Vancouver 2010,538.0,0
2012,london-2012,CHN,23,45,34,102,205,24.864406779661017,102,Great Britain,Summer,London 2012,551.0,0
2014,sochi-2014,CHN,2,3,4,9,48,24.32051282051282,9,Russian Federation,Winter,Sochi 2014,653.0,0
2016,rio-2016,CHN,29,31,19,79,205,25.704,79,Brazil,Summer,Rio 2016,662.0,0
2018,pyeongchang-2018,CHN,2,1,7,10,57,25.377551020408163,10,Republic of Korea,Winter,PyeongChang 2018,741.0,0
2020,tokyo-2020,CHN,19,46,39,104,195,26.981900452488688,104,Japan,Summer,Tokyo 2020,751.0,0
2022,beijing-2022,CHN,2,10,4,16,94,24.678362573099417,16,China,Winter,Beijing 2022,855.0,0
1984,los-angeles-1984,CIV,0,0,1,1,6,19.5,1,United States,Summer,Los Angeles 1984,871.0,0
2016,rio-2016,CIV,1,1,0,2,10,26.09090909090909,2,Brazil,Summer,Rio 2016,1.0,0
2020,tokyo-2020,CIV,1,0,0,1,7,27.125,1,Japan,Summer,Tokyo 2020,3.0,0
1968,mexico-city-1968,CMR,0,0,1,1,4,25.25,1,Mexico,Summer,Mexico City 1968,4.0,0
1984,los-angeles-1984,CMR,1,0,0,1,22,25.09090909090909,1,United States,Summer,Los Angeles 1984,1.0,0
2000,sydney-2000,CMR,0,1,0,1,4,21.0,1,Australia,Summer,Sydney 2000,2.0,0
2004,athens-2004,CMR,0,1,0,1,8,22.714285714285715,1,Greece,Summer,Athens 2004,3.0,0
2008,beijing-2008,CMR,0,1,0,1,12,22.4,1,China,Summer,Beijing 2008,4.0,0
2012,london-2012,CMR,1,0,0,1,14,26.285714285714285,1,Great Britain,Summer,London 2012,5.0,0
1972,munich-1972,COL,2,0,1,3,28,28.129032258064516,3,Federal Republic of Germany,Summer,Munich 1972,6.0,0
1984,los-angeles-1984,COL,0,0,1,1,38,25.682926829268293,1,United States,Summer,Los Angeles 1984,3.0,0
1988,seoul-1988,COL,1,0,0,1,29,27.161290322580644,1,Republic of Korea,Summer,Seoul 1988,4.0,0
1992,barcelona-1992,COL,1,0,0,1,24,26.74074074074074,1,Spain,Summer,Barcelona 1992,5.0,0
2000,sydney-2000,COL,0,1,0,1,34,26.634146341463413,1,Australia,Summer,Sydney 2000,6.0,0
2004,athens-2004,COL,2,0,0,2,41,26.612244897959183,2,Greece,Summer,Athens 2004,7.0,0
2008,beijing-2008,COL,1,0,2,3,49,25.677966101694917,3,China,Summer,Beijing 2008,9.0,0
2012,london-2012,COL,5,1,3,9,62,25.855072463768117,9,Great Britain,Summer,London 2012,12.0,0
2016,rio-2016,COL,3,3,2,8,78,27.3375,8,Brazil,Summer,Rio 2016,21.0,0
2020,tokyo-2020,COL,1,0,4,5,52,29.22641509433962,5,Japan,Summer,Tokyo 2020,29.0,0
1988,seoul-1988,CRC,0,0,1,1,15,22.304347826086957,1,Republic of Korea,Summer,Seoul 1988,34.0,0
1996,atlanta-1996,CRC,0,1,0,1,10,24.916666666666668,1,United States,Summer,Atlanta 1996,1.0,0
2000,sydney-2000,CRC,2,0,0,2,7,25.9,2,Australia,Summer,Sydney 2000,2.0,0
1992,barcelona-1992,CRO,3,0,1,4,13,25.1875,4,Spain,Summer,Barcelona 1992,4.0,0
1996,atlanta-1996,CRO,0,1,1,2,24,23.25,2,United States,Summer,Atlanta 1996,4.0,0
2000,sydney-2000,CRO,1,1,0,2,30,24.029411764705884,2,Australia,Summer,Sydney 2000,6.0,0
2002,salt-lake-city-2002,CRO,0,3,1,4,9,20.90909090909091,4,United States,Winter,Salt Lake City 2002,8.0,0
2004,athens-2004,CRO,3,1,3,7,31,25.317073170731707,7,Greece,Summer,Athens 2004,12.0,0
2006,turin-2006,CRO,0,1,2,3,18,22.853658536585368,3,Italy,Winter,Turin 2006,19.0,0
2008,beijing-2008,CRO,3,0,2,5,40,25.627450980392158,5,China,Summer,Beijing 2008,22.0,0
2010,vancouver-2010,CRO,1,0,2,3,14,24.78787878787879,3,Canada,Winter,Vancouver 2010,27.0,0
2012,london-2012,CRO,2,3,1,6,33,27.263157894736842,6,Great Britain,Summer,London 2012,30.0,0
2014,sochi-2014,CRO,0,0,1,1,11,25.52,1,Russian Federation,Winter,Sochi 2014,36.0,0
2016,rio-2016,CRO,2,7,3,12,36,27.19047619047619,12,Brazil,Summer,Rio 2016,37.0,0
2020,tokyo-2020,CRO,2,5,4,11,31,27.571428571428573,11,Japan,Summer,Tokyo 2020,49.0,0
1900,paris-1900,CUB,0,1,1,2,1,17.0,2,France,Summer,Paris 1900,60.0,0
1904,st-louis-1904,CUB,0,3,0,3,3,25.25,3,United States,Summer,St. Louis 1904,2.0,0
1948,london-1948,CUB,0,0,2,2,22,24.46,2,Great Britain,Summer,London 1948,5.0,0
1964,tokyo-1964,CUB,0,0,1,1,15,22.4,1,Japan,Summer,Tokyo 1964,7.0,0
1968,mexico-city-1968,CUB,0,0,4,4,53,22.29310344827586,4,Mexico,Summer,Mexico City 1968,8.0,0
1972,munich-1972,CUB,4,3,1,8,45,23.76086956521739,8,Federal Republic of Germany,Summer,Munich 1972,12.0,0
1976,montreal-1976,CUB,3,6,4,13,63,25.0,13,Canada,Summer,Montreal 1976,20.0,0
1980,moscow-1980,CUB,5,8,7,20,71,24.723684210526315,20,USSR,Summer,Moscow 1980,33.0,0
1992,barcelona-1992,CUB,11,14,6,31,82,24.75609756097561,31,Spain,Summer,Barcelona 1992,53.0,0
1996,atlanta-1996,CUB,8,9,8,25,76,25.824324324324323,25,United States,Summer,Atlanta 1996,84.0,0
2000,sydney-2000,CUB,7,11,12,30,111,26.08108108108108,30,Australia,Summer,Sydney 2000,109.0,0
2004,athens-2004,CUB,11,9,8,28,77,26.662650602409638,28,Greece,Summer,Athens 2004,139.0,0
2008,beijing-2008,CUB,17,3,10,30,78,25.7625,30,China,Summer,Beijing 2008,167.0,0
2012,london-2012,CUB,7,5,3,15,75,26.182926829268293,15,Great Britain,Summer,London 2012,197.0,0
2016,rio-2016,CUB,4,5,2,11,64,26.90277777777778,11,Brazil,Summer,Rio 2016,212.0,0
2020,tokyo-2020,CUB,5,8,3,16,52,27.12962962962963,16,Japan,Summer,Tokyo 2020,223.0,0
2012,london-2012,CYP,0,0,1,1,10,25.75,1,Great Britain,Summer,London 2012,239.0,0
1996,atlanta-1996,CZE,4,4,5,13,74,26.133333333333333,13,United States,Summer,Atlanta 1996,1.0,0
1998,nagano-1998,CZE,1,1,1,3,30,24.338461538461537,3,Japan,Winter,Nagano 1998,13.0,0
2000,sydney-2000,CZE,4,2,3,9,65,26.902439024390244,9,Australia,Summer,Sydney 2000,16.0,0
2002,salt-lake-city-2002,CZE,0,1,2,3,44,25.547169811320753,3,United States,Winter,Salt Lake City 2002,25.0,0
2004,athens-2004,CZE,6,1,3,10,76,28.06896551724138,10,Greece,Summer,Athens 2004,28.0,0
2006,turin-2006,CZE,1,1,2,4,52,26.684684684684683,4,Italy,Winter,Turin 2006,38.0,0
2008,beijing-2008,CZE,1,3,4,8,77,27.96590909090909,8,China,Summer,Beijing 2008,42.0,0
2010,vancouver-2010,CZE,4,2,0,6,57,26.79646017699115,6,Canada,Winter,Vancouver 2010,50.0,0
2012,london-2012,CZE,4,4,4,12,74,27.839506172839506,12,Great Britain,Summer,London 2012,56.0,0
2014,sochi-2014,CZE,2,2,4,8,56,27.75438596491228,8,Russian Federation,Winter,Sochi 2014,68.0,0
2016,rio-2016,CZE,9,1,2,12,71,28.0,12,Brazil,Summer,Rio 2016,76.0,0
2018,pyeongchang-2018,CZE,3,2,2,7,50,25.79032258064516,7,Republic of Korea,Winter,PyeongChang 2018,88.0,0
2020,tokyo-2020,CZE,4,5,4,13,64,28.594202898550726,13,Japan,Summer,Tokyo 2020,95.0,0
2022,beijing-2022,CZE,1,1,0,2,52,26.396551724137932,2,China,Winter,Beijing 2022,108.0,0
1896,athens-1896,DEN,3,1,2,6,4,27.454545454545453,6,Greece,Summer,Athens 1896,110.0,0
1900,paris-1900,DEN,2,1,3,6,9,27.375,6,France,Summer,Paris 1900,6.0,0
1908,london-1908,DEN,3,0,2,5,27,24.58823529411765,5,Great Britain,Summer,London 1908,12.0,0
1912,stockholm-1912,DEN,5,1,6,12,60,29.92982456140351,12,Sweden,Summer,Stockholm 1912,17.0,0
1920,antwerp-1920,DEN,1,3,9,13,59,30.77777777777778,13,Belgium,Summer,Antwerp 1920,29.0,0
1924,paris-1924,DEN,2,2,6,10,58,28.64814814814815,10,France,Summer,Paris 1924,42.0,0
1928,amsterdam-1928,DEN,2,3,1,6,33,26.7,6,Netherlands,Summer,Amsterdam 1928,52.0,0
1932,los-angeles-1932,DEN,4,0,3,7,18,24.8125,7,United States,Summer,Los Angeles 1932,58.0,0
1936,berlin-1936,DEN,3,0,3,6,50,27.58974358974359,6,Germany,Summer,Berlin 1936,65.0,0
1948,london-1948,DEN,8,5,9,22,62,28.738095238095237,22,Great Britain,Summer,London 1948,71.0,0
1952,helsinki-1952,DEN,3,3,1,7,55,28.28235294117647,7,Finland,Summer,Helsinki 1952,93.0,0
1956,melbourne-1956,DEN,1,1,1,3,16,27.866666666666667,3,"Australia, Sweden",Summer,Melbourne 1956,100.0,0
1960,rome-1960,DEN,1,2,4,7,29,26.774193548387096,7,Italy,Summer,Rome 1960,103.0,0
1964,tokyo-1964,DEN,4,2,1,7,22,23.636363636363637,7,Japan,Summer,Tokyo 1964,110.0,0
1968,mexico-city-1968,DEN,4,1,4,9,27,26.64,9,Mexico,Summer,Mexico City 1968,117.0,0
1972,munich-1972,DEN,0,1,0,1,41,28.675,1,Federal Republic of Germany,Summer,Munich 1972,126.0,0
1976,montreal-1976,DEN,2,1,0,3,27,30.51851851851852,3,Canada,Summer,Montreal 1976,127.0,0
1980,moscow-1980,DEN,2,2,2,6,23,27.82608695652174,6,USSR,Summer,Moscow 1980,130.0,0
1984,los-angeles-1984,DEN,3,0,3,6,28,24.620689655172413,6,United States,Summer,Los Angeles 1984,136.0,0
1988,seoul-1988,DEN,1,3,1,5,54,23.766666666666666,5,Republic of Korea,Summer,Seoul 1988,142.0,0
1992,barcelona-1992,DEN,5,1,2,8,49,25.641509433962263,8,Spain,Summer,Barcelona 1992,147.0,0
1996,atlanta-1996,DEN,1,4,1,6,43,26.62962962962963,6,United States,Summer,Atlanta 1996,155.0,0
1998,nagano-1998,DEN,0,0,1,1,7,25.076923076923077,1,Japan,Winter,Nagano 1998,161.0,0
2000,sydney-2000,DEN,1,2,3,6,41,28.020408163265305,6,Australia,Summer,Sydney 2000,162.0,0
2004,athens-2004,DEN,7,2,1,10,40,27.74468085106383,10,Greece,Summer,Athens 2004,168.0,0
2008,beijing-2008,DEN,4,3,3,10,34,25.108695652173914,10,China,Summer,Beijing 2008,178.0,0
2012,london-2012,DEN,5,3,5,13,49,26.616666666666667,13,Great Britain,Summer,London 2012,188.0,0
2016,rio-2016,DEN,9,2,7,18,49,27.196428571428573,18,Brazil,Summer,Rio 2016,201.0,0
2020,tokyo-2020,DEN,5,4,5,14,42,27.717391304347824,14,Japan,Summer,Tokyo 2020,219.0,0
1988,seoul-1988,DJI,1,0,0,1,3,28.0,1,Republic of Korea,Summer,Seoul 1988,233.0,0
1984,los-angeles-1984,DOM,1,0,0,1,13,18.923076923076923,1,United States,Summer,Los Angeles 1984,1.0,0
2004,athens-2004,DOM,0,1,0,1,12,23.833333333333332,1,Greece,Summer,Athens 2004,1.0,0
2008,beijing-2008,DOM,0,1,1,2,17,25.529411764705884,2,China,Summer,Beijing 2008,2.0,0
2012,london-2012,DOM,0,1,1,2,14,25.6,2,Great Britain,Summer,London 2012,4.0,0
2016,rio-2016,DOM,1,0,0,1,16,27.75,1,Brazil,Summer,Rio 2016,6.0,0
2020,tokyo-2020,DOM,2,0,3,5,21,27.142857142857142,5,Japan,Summer,Tokyo 2020,7.0,0
1996,atlanta-1996,ECU,0,1,0,1,15,27.0,1,United States,Summer,Atlanta 1996,12.0,0
2008,beijing-2008,ECU,0,0,1,1,22,27.363636363636363,1,China,Summer,Beijing 2008,1.0,0
